,id,name,coordinates,score,intro,images,tag_labels,attribution,price_tier,eatingout_score,breakfast,lunch,dinner,drinks,coffee,icecream,cuisine,price,latitude,longitude 
99,T__750196ce1549,1932 Café & Restaurant,"{'latitude': -37.815208, 'longitude': 144.9660305}",3.150339714269138,"1932 Café & Restaurant is a little coffee shop in Melbourne. Good desserts and really nice coffee. Amazing wine list, imaginative menu, fantastic service and a lovely ambience. Really good value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'district-cbd', 'poitype-Cafe', 'eatingout_time', 'cuisine-Dessert', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/5495998506', 'source_id': 'openstreetmap'}]",,6.300679428538276,1,1,1,0,1,0,"['Wine', 'Dessert']",medium,-37.815208,144.9660305
100,N__730317748,Bacash,"{'latitude': -37.8341965, 'longitude': 144.9819812}",3.1499585792503173,Bacash is a seafood restaurant in Melbourne. Good wines. Large portions. Expensive prices and a nice ambience. Amazing staff.,[],"['lunch', 'dinner', 'cuisine', 'eatingout', 'cuisine-Wine', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'cuisine-Seafood', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/730317748', 'source_id': 'openstreetmap'}]",2.0,6.299917158500635,0,1,1,0,0,0,"['Wine', 'Dessert', 'Italian', 'Seafood']",medium,-37.8341965,144.9819812
101,T__9b0675dfdb61,Epocha,"{'latitude': -37.8061234, 'longitude': 144.9687609}",3.1497727398754005,The most amazing wines in town. Located at a really nice zone in Melbourne. Epocha is definitely a place worth considering for its good desserts. An extremely good menu. Really good value for money and a fantastic ambience. A happy sommelier. Typically frequented by nice people.,[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'poitype-Restaurant', 'district-inner_north', 'cuisine-International', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/2142236711', 'source_id': 'openstreetmap'}]",,6.299545479750801,0,1,1,0,0,0,"['Wine', 'Dessert', 'Italian', 'International']",medium,-37.8061234,144.9687609
102,lp__1619529d,Portello Rosso,"{'latitude': -37.8139603, 'longitude': 144.9620243}",3.13393539401482,"The most fabulous tapas. Located in the centre in Melbourne. Portello Rosso is a place worth considering for its beautiful wines. Nice menu, popular dining area, really friendly service and a lovely ambience. Good value for money.",[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Beer', 'cuisine-Ribs', 'cuisine-Wine', 'district-cbd', 'cuisine-Tapas', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Spanish', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/5625773126', 'source_id': 'openstreetmap'}]",2.0,6.26787078802964,0,1,1,0,0,0,"['Beer', 'Ribs', 'Wine', 'Tapas', 'Dessert', 'Spanish']",medium,-37.8139603,144.9620243
103,T__f6f3305e49f9,Ruyi Modern Chinese,"{'latitude': -37.81123611986012, 'longitude': 144.97134198054556}",3.1334358320215614,"Ruyi Modern Chinese is a chinese restaurant in Melbourne close to the Velasquez Gallery, popular for its good cocktails and excellent wines. Fantastic food. Large portions and a contemporary ambience. Friendly staff.",[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Ribs', 'cuisine-Wine', 'district-cbd', 'cuisine-Spicy', 'eatingout_time', 'cuisine-Chinese', 'cuisine-Dessert', 'cuisine-Cocktail', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,6.266871664043123,0,1,1,0,0,0,"['Ribs', 'Wine', 'Spicy', 'Chinese', 'Dessert', 'Cocktail']",medium,-37.81123611986012,144.97134198054556
104,T__6be58269b267,Topolino's,"{'latitude': -37.8603707673861, 'longitude': 144.97663618110033}",3.1330478988537207,Topolino's is a restaurant in Melbourne close to the Australian Queer Archives. Vegetarian pizzas. Nice wines. A quite extensive menu and big portions. Friendly staff and an amazing atmosphere. Good value for money.,[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'cuisine-Pizza', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'cuisine-Seafood', 'feature-Delivery', 'feature-Takeaway', 'district-st_kilda', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,6.266095797707441,0,1,1,0,0,0,"['Wine', 'Pizza', 'Steak', 'Dessert', 'Italian', 'Seafood']",medium,-37.8603707673861,144.97663618110033
105,T__42366d737f3a,Sir Charles,"{'latitude': -37.7982584, 'longitude': 144.9789257}",3.1241199946865286,"Sir Charles is a large coffee shop in Inner east. Sensational eggs benedict and amazing coffee. A modern interior, good portions, friendly staff and a fantastic atmosphere. Really reasonable prices.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'cuisine-Roti', 'poitype-Cafe', 'eatingout_time', 'poitype-Restaurant', 'district-inner_east', 'cuisine-Eggs_benedict', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/495834840', 'source_id': 'openstreetmap'}]",,6.248239989373057,1,1,1,0,1,0,"['Roti', 'Eggs_benedict']",medium,-37.7982584,144.9789257
106,T__12b7bdbece44,Petit Bistrot,"{'latitude': -37.8017007, 'longitude': 144.9778189}",3.1236280672744647,"Petit Bistrot is a little bistro in Inner east. Excellent food and good coffee. A quite extensive wine list, flawless service and a wonderful ambience.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'cuisine-Steak', 'cuisine-French', 'eatingout_time', 'cuisine-Dessert', 'poitype-Restaurant', 'district-inner_east', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/5491244933', 'source_id': 'openstreetmap'}]",,6.2472561345489295,1,1,1,0,1,0,"['Wine', 'Steak', 'French', 'Dessert']",medium,-37.8017007,144.9778189
107,T__8305a5f419f5,Piccolo Mondo,"{'latitude': -37.80147991572335, 'longitude': 144.96700621922488}",3.123363818470482,"The most italian restaurant in the area, according to some people. Located close to the Italian Museum in Melbourne. Good seafood and excellent wines. Well priced wine list, extremely popular garden, a friendly owner and a peaceful ambience. Reasonable prices. Usually frequented by happy people.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'cuisine-Seafood', 'poitype-Restaurant', 'district-inner_north', 'district-little_italy', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,6.246727636940964,0,1,1,0,1,0,"['Wine', 'Steak', 'Dessert', 'Italian', 'Seafood']",medium,-37.80147991572335,144.96700621922488
108,T__4e2cff816013,Republic,"{'latitude': -37.8390383, 'longitude': 144.9916222}",3.1147730740785775,Republic is a coffee shop in Melbourne. Amazing food. A fabulous menu and a really nice ambience. Fantastic service. Reasonable prices.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'cuisine-Wine', 'poitype-Cafe', 'cuisine-Pizza', 'cuisine-Steak', 'eatingout_time', 'cuisine-Pancakes', 'cuisine-Sandwich', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/4753893129', 'source_id': 'openstreetmap'}]",,6.229546148157155,1,1,1,0,1,0,"['Wine', 'Pizza', 'Steak', 'Pancakes', 'Sandwich']",medium,-37.8390383,144.9916222
109,N__949319166,Naked For Satan,"{'latitude': -37.7988408, 'longitude': 144.9782369}",3.108990339082057,Naked For Satan is a really popular venue in Inner east. Some customers rave about the brilliant service. Unbelievable value for money and a relaxed atmosphere. Fantastic selection of beers. Usually frequented by a hipster clientele.,[],"['lunch', 'coffee', 'dinner', 'drinks', 'cuisine', 'feature', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'cuisine-Wine', 'cuisine-Tapas', 'cuisine-Vodka', 'eatingout_time', 'cuisine-Spanish', 'cuisine-Cocktail', 'district-inner_east', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/949319166', 'source_id': 'openstreetmap'}]",2.0,6.946332385731459,0,1,1,1,1,0,"['Beer', 'Wine', 'Tapas', 'Vodka', 'Spanish', 'Cocktail']",medium,-37.7988408,144.9782369
110,N__616964019,Spaghetti Tree,"{'latitude': -37.8120271, 'longitude': 144.9715217}",3.104711978453093,"The tastiest pasta in town. Located close to the Velasquez Gallery in Melbourne. Spaghetti Tree is a place worth considering for its fantastic food. A really extensive menu, really big portions, exceptionally friendly staff and a quaint ambience. Good value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'district-cbd', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'feature-Live_music', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/616964019', 'source_id': 'openstreetmap'}]",2.0,6.209423956906186,0,1,1,0,1,0,"['Wine', 'Dessert', 'Italian']",medium,-37.8120271,144.9715217
111,T__40983a558d50,Chez Dré,"{'latitude': -37.8327438, 'longitude': 144.9582388}",3.1046176476932272,Chez Dré is a really popular venue in Melbourne. Tasty desserts in a really nice ambience. Good coffee and friendly staff. Has outdoor seating and takeaway. Fantastic value for money.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Bakery', 'cuisine-Dessert', 'cuisine-Sandwich', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/7217535997', 'source_id': 'openstreetmap'}]",,6.2092352953864545,1,1,1,0,1,0,"['Dessert', 'Sandwich']",medium,-37.8327438,144.9582388
112,T__4726ac1408f9,Papa Gino's,"{'latitude': -37.8002341, 'longitude': 144.9667788}",3.1044687844971186,"Papa Gino's is an italian restaurant in Melbourne close to the Italian Museum. Brilliant pizzas. Good wines and really fantastic service. An extensive menu, large portions and a nice atmosphere. Fantastic value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'character', 'eatingout', 'cuisine-Wine', 'cuisine-Pizza', 'eatingout_time', 'character-Chain', 'cuisine-Italian', 'feature-Takeaway', 'poitype-Restaurant', 'district-inner_north', 'district-little_italy', 'character-Kid_friendly', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/678351760', 'source_id': 'openstreetmap'}]",2.0,6.208937568994237,0,1,1,0,1,0,"['Wine', 'Pizza', 'Italian']",medium,-37.8002341,144.9667788
113,N__310945087,Lentil as Anything,"{'latitude': -37.8027254, 'longitude': 145.0035477}",3.1043324803144214,Lentil as Anything is a restaurant in Abbotsford close to the Johnston Street Bridge. Delicious food in a beautiful ambience. Amazing cappuccino and excellent service. Has live music.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'cuisine-Vegan', 'eatingout_time', 'cuisine-Dessert', 'feature-Takeaway', 'cuisine-Vegetarian', 'poitype-Restaurant', 'district-abbotsford', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4698382735', 'source_id': 'openstreetmap'}]",,6.208664960628843,1,1,1,0,1,0,"['Vegan', 'Dessert', 'Vegetarian']",medium,-37.8027254,145.0035477
114,N__585196132,Galleon Café,"{'latitude': -37.8670228, 'longitude': 144.9790401}",3.0949696666455404,"Little coffee shop with hearty portions, located close to the beach. Galleon Café is a good option for its good coffee. Fantastic service and a local atmosphere. Typically frequented by happy people.",[],"['lunch', 'coffee', 'cuisine', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'cuisine-Pancake', 'district-st_kilda', 'cuisine-Eggs_benedict', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/585196132', 'source_id': 'openstreetmap'}]",1.0,6.189939333291081,1,1,0,0,1,0,"['Pancake', 'Eggs_benedict']",cheap,-37.8670228,144.9790401
115,T__d9538ab71f60,Taxi Kitchen,"{'latitude': -37.81849202788962, 'longitude': 144.96827494391073}",3.0949388357811687,"Outside bar with a fantastic wine list and healthy portions, located close to the Koorie Heritage Trust. Delicious food and australian wines. Good value for money and a casual ambience. A knowledgable sommelier.",[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Cocktail', 'cuisine-Japanese', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,6.189877671562337,0,1,1,0,0,0,"['Wine', 'Steak', 'Dessert', 'Cocktail', 'Japanese']",medium,-37.81849202788962,144.96827494391073
116,T__dd84f754ae75,The Kettle Black,"{'latitude': -37.8341251, 'longitude': 144.9713427}",3.09487511877365,The Kettle Black is a coffee shop in Melbourne. Has takeaway and outdoor seating. Slow service and a nice ambience. Good value for money.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'cuisine-Pancake', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/7489594530', 'source_id': 'openstreetmap'}]",,6.1897502375473,1,1,1,0,1,0,['Pancake'],medium,-37.8341251,144.9713427
117,T__ba81004a210f,mediterraneo,"{'latitude': -37.840248575329376, 'longitude': 144.95635769143533}",3.0948114099671287,"Quaint restaurant with a sensational wine list. Located close to the St Vincent Gardens in Melbourne. Many praise the good seafood and fantastic meat, but others complain about the rude owner. Nice wines. Lovely ambience.",[],"['lunch', 'dinner', 'cuisine', 'eatingout', 'cuisine-Wine', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Seafood', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/way/844920808', 'source_id': 'openstreetmap'}]",2.0,6.189622819934257,0,1,1,0,0,0,"['Wine', 'Steak', 'Dessert', 'Seafood']",medium,-37.840248575329376,144.95635769143533
118,T__62799105fe50,Olio Cucina,"{'latitude': -37.81524381745308, 'longitude': 144.96440258303346}",3.0946695954798926,"Little restaurant with an innovative menu, located in the centre. Olio Cucina is definitely a place worth considering for its good pizzas and excellent coffee. Friendly staff and an amazing atmosphere.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Italian', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,6.189339190959785,1,1,1,0,1,0,"['Wine', 'Pizza', 'Italian']",medium,-37.81524381745308,144.96440258303346
119,T__558cb2cad74c,Vibrante,"{'latitude': -37.7567857, 'longitude': 145.1301055}",3.0945355451280916,"The best restaurant in Templestowe, as some people say. Vibrante is a place worth considering for its good meat. A really extensive menu, friendly staff and a lovely ambience. Reasonable prices.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'character', 'eatingout', 'cuisine-Wine', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'cuisine-Seafood', 'poitype-Restaurant', 'district-templestowe', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/773241582', 'source_id': 'openstreetmap'}]",,6.189071090256183,0,1,1,0,1,0,"['Wine', 'Steak', 'Dessert', 'Italian', 'Seafood']",medium,-37.7567857,145.1301055
120,T__8c2e692a6dcb,Sosta Cucina,"{'latitude': -37.80483295, 'longitude': 144.94954525}",3.09450577103675,One of the best italian restaurants. Sosta Cucina is a place worth considering for its good desserts and fabulous wines. Italian menu and extensive wine list. Excellent service and a really nice ambience. Fantastic value for money.,[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'poitype-Restaurant', 'district-inner_north', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/way/481152141', 'source_id': 'openstreetmap'}]",2.0,6.1890115420735,0,1,1,0,0,0,"['Wine', 'Dessert', 'Italian']",medium,-37.80483295,144.94954525
121,T__d57697bf5159,Maccaroni Trattoria Italiana,"{'latitude': -37.8160954, 'longitude': 144.9660253}",3.094266434525166,"Maccaroni Trattoria Italiana is a little restaurant in Melbourne. Italian pizzas and well priced wines. A good wine list, large portions, quick service and a lovely ambience. Fantastic value for money.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/4422320389', 'source_id': 'openstreetmap'}]",,6.188532869050332,0,1,1,0,0,0,"['Wine', 'Pizza', 'Dessert', 'Italian']",medium,-37.8160954,144.9660253
122,lp__23385913,Rumi,"{'latitude': -37.7748724, 'longitude': 144.9712521}",3.0940119614367916,"Rumi is a middle eastern restaurant in Melbourne. Amazing food. Lebanese wines. Really lebanese menu, good wine list, friendly service and a lovely atmosphere. Really good value for money. Typically frequented by young people.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'eatingout', 'cuisine-Beer', 'cuisine-Wine', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Vegetarian', 'poitype-Restaurant', 'cuisine-Middle_eastern', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4060734760', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/Northern%20suburbs', 'source_id': 'wikivoyage'}]",2.0,6.188023922873583,0,1,1,0,1,0,"['Beer', 'Wine', 'Dessert', 'Vegetarian', 'Middle_eastern']",medium,-37.7748724,144.9712521
123,T__18c394d3b1e7,HuTong Dumpling Bar,"{'latitude': -37.8118714, 'longitude': 144.9693954}",3.0850566264064945,"HuTong Dumpling Bar is a chinese restaurant in Melbourne close to the Velasquez Gallery. Excellent wines. A fantastic wine list, extremely friendly staff and a nice ambience. Good value for money.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'character', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Spicy', 'eatingout_time', 'cuisine-Chinese', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'character-Reservation_recommended', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/2166249394', 'source_id': 'openstreetmap'}]",2.0,6.170113252812989,0,1,1,0,0,0,"['Wine', 'Spicy', 'Chinese']",medium,-37.8118714,144.9693954
124,T__f8c2f2b72ddf,Abbey Road,"{'latitude': -37.8686258, 'longitude': 144.9796944}",3.08458102747993,"The most popular restaurant. Located in the centre in Melbourne. Amazing food. Really nice coffee and good beers. A large menu, fantastic service and a lovely atmosphere. Really good value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'cuisine-Beer', 'poitype-Cafe', 'eatingout_time', 'district-st_kilda', 'feature-Live_music', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/2535770899', 'source_id': 'openstreetmap'}]",2.0,6.16916205495986,1,1,1,0,1,0,['Beer'],medium,-37.8686258,144.9796944
125,T__d0a4f3a90b06,Baby Pizza,"{'latitude': -37.832994187777636, 'longitude': 144.9968608136854}",3.0844687580775307,Wood fired pizzas and friendly service. This packed restaurant is famous for its really good coffee and amazing wines. An excellent menu and large portions. Good value for money and a fantastic atmosphere.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'poitype-Cafe', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Italian', 'feature-Takeaway', 'district-richmond', 'poitype-Restaurant', 'district-north_richmond', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,6.1689375161550615,1,1,1,0,1,0,"['Wine', 'Pizza', 'Italian']",medium,-37.832994187777636,144.9968608136854
126,T__20383aa3b439,Classico,"{'latitude': -37.83932409861989, 'longitude': 144.97579209743446}",3.0650955220497034,Nice venue with an italian wine list. Traditional pizzas. Good wines and fantastic service. Excellent value for money and an awesome atmosphere.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Italian', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,6.130191044099407,1,1,1,0,1,0,"['Wine', 'Pizza', 'Italian']",medium,-37.83932409861989,144.97579209743446
127,T__eaf5222dec31,Jinda Thai Restaurant,"{'latitude': -37.8092284, 'longitude': 144.9922687}",3.064889755973021,"Thai restaurant with an extensive menu, located on the main street. Good wines in a fantastic ambience. Quick service. Reasonable prices.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'character', 'eatingout', 'cuisine-Thai', 'cuisine-Wine', 'cuisine-Spicy', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'district-abbotsford', 'eatingout_establishment', 'character-Reservation_recommended']","[{'url': 'http://www.openstreetmap.org/node/3440395962', 'source_id': 'openstreetmap'}]",2.0,6.129779511946042,0,1,1,0,0,0,"['Thai', 'Wine', 'Spicy']",medium,-37.8092284,144.9922687
128,T__42e999816c6e,Pei Modern,"{'latitude': -37.81421375803131, 'longitude': 144.97302754585152}",3.064571407054526,"Casual bistro with a nice wine list and large portions, located close to the Fortyfivedownstairs. Pei Modern is a place worth considering for its fantastic food and good wines. Modern ambience. Really friendly service.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,6.129142814109052,1,1,1,0,1,0,"['Wine', 'Steak', 'Dessert']",medium,-37.81421375803131,144.97302754585152
129,T__bc49b4ffd402,Hellenic Republic,"{'latitude': -37.807098, 'longitude': 145.031485}",3.064029911991393,"Large venue with a good wine list, located in the centre. Really tasty food and greek wines. Amazing service and a fantastic atmosphere.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'district-kew', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Pudding', 'cuisine-Japanese', 'feature-Takeaway', 'district-kew_house', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4170885071', 'source_id': 'openstreetmap'}]",2.0,6.128059823982786,0,1,1,0,1,0,"['Wine', 'Dessert', 'Pudding', 'Japanese']",medium,-37.807098,145.031485
130,T__74772d9c5755,Axil,"{'latitude': -37.822773020098445, 'longitude': 145.0342508211027}",3.0640009317488035,"The most amazing coffee in town, as some people say. Located close to the Victorian Telecommunications Museum in Melbourne. Good pancake and friendly staff. A simple menu, big portions and a nice ambience. Fantastic value for money.",[],"['lunch', 'coffee', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'cuisine-Pancake', 'feature-Takeaway', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/way/860268913', 'source_id': 'openstreetmap'}]",,6.128001863497607,1,1,0,0,1,0,['Pancake'],medium,-37.822773020098445,145.0342508211027
131,T__b79dad1c523f,Izakaya Den,"{'latitude': -37.8136078, 'longitude': 144.9686931}",3.0637145254414784,Imposing bar with an extensive menu. Located close to the Velasquez Gallery in Melbourne. Good food and really tasty cocktails. Amazing value for money and a fantastic ambience. Top notch service.,[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Beer', 'cuisine-Wine', 'district-cbd', 'eatingout_time', 'cuisine-Cocktail', 'cuisine-Japanese', 'poitype-Restaurant', 'cuisine-Fried_chicken', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/4528780390', 'source_id': 'openstreetmap'}]",2.0,6.127429050882957,0,1,1,0,0,0,"['Beer', 'Wine', 'Cocktail', 'Japanese', 'Fried_chicken']",medium,-37.8136078,144.9686931
132,N__600744880,Stalactites,"{'latitude': -37.8110551, 'longitude': 144.9670923}",3.0531447386080854,"Located close to the Chinese Museum in Melbourne. Stalactites is a place worth considering for its good wines. An original menu, big portions, a really friendly owner and an amazing atmosphere. Fantastic value for money.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Beer', 'cuisine-Wine', 'district-cbd', 'eatingout_time', 'cuisine-Japanese', 'feature-Takeaway', 'cuisine-Vegetarian', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/7055862186', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/CBD', 'source_id': 'wikivoyage'}]",2.0,6.106289477216171,0,1,1,0,0,0,"['Beer', 'Wine', 'Japanese', 'Vegetarian']",medium,-37.8110551,144.9670923
133,T__d0d8907ae656,Becco,"{'latitude': -37.81147793270355, 'longitude': 144.97104826476388}",3.0527282792826957,Becco is a restaurant in Melbourne close to the Velasquez Gallery. Good wines. A packed menu and reasonable portions. Fantastic value for money and a relaxed ambience. A really knowledgable sommelier.,[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Steak', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,6.1054565585653915,0,1,1,0,0,0,"['Wine', 'Steak', 'Dessert', 'Italian']",medium,-37.81147793270355,144.97104826476388
134,T__74f618e3e0e9,Donnini's Restaurant,"{'latitude': -37.79947818350949, 'longitude': 144.96732016472228}",3.0420780996869654,"Donnini's Restaurant is an italian restaurant in Melbourne close to the Italian Museum, famous for its really good pasta and magnificent pizzas. Good wines and excellent service. Seasonal menu, fantastic wine list and a perfect ambience.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'poitype-Restaurant', 'district-inner_north', 'district-little_italy', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,6.084156199373931,0,1,1,0,1,0,"['Wine', 'Pizza', 'Dessert', 'Italian']",medium,-37.79947818350949,144.96732016472228
